date|event
1941|The first helicopter flight of 1 hr duration, Stratford, Ct
1941|The first highway post office makes The first trip, Washington DC-Harrisonburg, VA
1941|The first mass killing of Jews in Romania
1941|The first Messerschmidt 109F shot down above England
1941|The first navy vessel constructed as mine layer Terror launched
1941|The first transport of Jews to concentration camps leave Plotsk Poland
1941|The first US commercial FM radio station goes on the air, Nashville Tennasee
1941|The first US destroyer (Kearney) torpedoed in WW II, off Iceland
1941|The first US federally owned airport opened Wash DC
1941|The first US ship sunk by a U-boat (SS Robin Moore)
1941|The first US WW II bombing mission in the Far East, Luzon, Philippines
1941|The first WW II liberty ship, freighter Patrick Henry, launched
1941|Trial against resistance fighter comte d'Estienne d'Orves begins
1941|United Service Organization (USO) founded
1941|US Civil Air Patrol (CAP) organizes
1941|US President Franklin Delano Roosevelt issues Executive Order 8802 forbidding discrimination
1941|"US President Franklin Delano Roosevelt proclaimes an ""unlimited national emergency"" due to Germany's sinking of Robin Moor"
1941|US President Franklin Delano Roosevelt signs Lend-Lease Bill (lend money to Britain)
1941|"US President Franklin Delano Roosevelt's ""4 Freedoms"" speech (speech, worship, from want & from fear)"
1941|US savings bonds go on sale
1941|US Senate accepts Omar Bradley's demotion to Brigadier-General
1941|US Supreme Court upheld Federal Wage & Hour law, sets minimum wages & maximum hours
1941|US vice admiral Bellinger warns of an assault on Pearl Harbor
1941|USS Reuben James torpedoed by Germans, even though US is not in war
1941|USS Swordfish becomes 1st US sub to sink a Japanese ship
1941|Utrecht & Zaandam strike against raid on Jews
1941|Vichy-France makes religious education in school mandatory
1941|"Walt Disney's ""Dumbo"" released"
1941|War Department forms 1st Army Air Corps squadron for black cadets
1941|British Prime Minister Winston Churchill arrives in Washington for a wartime conference
1941|British Prime Minister Winston Churchill becomes the first British PM to address a joint meeting of the US Congress, warning that the Axis would 'stop at nothing'
1941|"Xavier Cugat & his Orchestraestra record ""Babalu"""
1941|Yellow star becomes obligatory for Jews in the Reich to wear
1941|Yugoslavian coup gets rid of pro-German Prince Paul
1941|Ansel Adam's 'Moonrise, Hernandez'
1941|Due to a nitrate fire at Svenska, the pre-eminent preserver of its nation's film heritage, the negatives of 95% of all films produced in Sweden in the preceding 34 years are destroyed in minutes
1941|Eastman Kodak introduces KODACOLOR negative film
1941|First commercial television license is issued in US
1941|Following the German invasion of the USSR, Mosfilm compiles short film reports, documentary sketches, satirical scenes, and musical numbers into several 'Fighting Film Albums' to aid the war effort
1941|Orson Welles's 'Citizen Kane' is celebrated for its innovative use of sound and flashback structure and for the deep-focus cinematography of Gregg Toland
1941|United States government establishes Office of War Information to coordinate wartime propaganda with Hollywood. Frank Capra's seven-part 'Why We Fight' series is produced over the next two years
1941|Gregg links rubella in pregnancy to abnormalities in children
10 Jan 1942|Japan invades North-Celebes, Dutch East Indies
11 Jan 1942|Japan conquers Kuala Lumpur, Malaya
28 Feb 1942|Japanese land in Java, last Allied bastion in Dutch East Indies
6 May 1942|Japaneese army captures Corregidor and the Philippines surrender to Japan
3 Jun 1942|USS Yorktown sinks near Midway Island
25 Jun 1942|British RAF staged a 1,000 bomb raid on Bremen in Germany
Sep 1942|The Manhattan Project is formed to secretly build the atomic bomb before the Germans
Nov 1942|Los Alamos is selected as the site for an atomic bomb laboratory and Robert Oppenheimer is named the director
2 Dec 1942|Manhattan Project to develop an atomic bomb headed by Enrico Fermi produced the first self-sustaining artificial fission chain-reaction at the University of Chicago
1942|Enrico Fermi demonstrates the first self sustaining chain reaction using fissionable material
1942|Ernst Stuckelberg introduces the propagator to positron theory and interprets positrons as negative energy electrons moving backwards through spacetime
1942|G.C. Danielson and Cornelius Lanczos develop a fast Fourier transform algorithm
1942|Grote Reber developed a radio map of the sky
1942|Hannes Alfven predicts magnetohydrodynamic waves in plasmas
1942|J.J.L. Duyvendak - Nicholas Mayall and Jan Oort deduce that the Crab Nebula is a remnant of the supernova observed by Chinese astronomers in 1054
1942|J.L. Doob states his theorem on Gaussian-Markoff processes
1942|Max Delbrück and Salvador Luria demonstrate that bacterial resistance to virus infection is caused by random mutation and not adaptive change
1942|Atanasoff - Berry build the first electronic digital computer
1942|Kodacolour process produces the colour print
1942|"""Queen Mary"" slices cruiser ""Curacao"" in half, killing 338"
1942|1,000 Canadian & British soldiers killed raiding Dieppe, France
1942|1,047 bombers bomb Cologne in RAF's raid of WWII
1942|1,500 Jews gassed in Auschwitz
1942|1,800 Czechoslovakians murdered by Nazis during attack on Heydrich
1942|"14th Academy Awards: ""How Green was My Valley"", Gary Cooper & Joan Fontaine win"
1942|15 Mk-VB Spitfires reach Malta
1942|16,000 Jews killed in Pinsk Russia
1942|2,500 Jews of Lublin massacred or deported
1942|20 tons of gelignite kills 21 in a stone quarry in Easton PA
1942|234 RAF bombers attack Lübeck
1942|2nd Norwegian government of Quisling forms
1942|3 day Battle of Java Sea ends, US suffers a major naval defeat
1942|3 German battle cruisers escape via Channel to Brest N Germany
1942|6 convicted Nazi saboteurs who landed in US executed in Wash DC
1942|7,000 Jews rounded up in Vichy Free Zone of France
1942|700 Jews of Polish Lvov-district reach Belzec Concentration camp
1942|About 150 Japanese warplanes attacked the Australian city of Darwin
1942|Admiral Helfrich departs Java for Ceylon
1942|Alaska highway completed
1942|Allied Conference for war trials
1942|Allies raid German submarine base in St Nazaire
1942|American-British-Dutch-Australian (ABDA) Command forms
1942|Anglo-Soviet Treaty signed in London
1942|Archie comic book debuts
1942|Battle of Bataan-US-Filipino forces overwhelmed by Japs at Bataan
1942|Battle of Coral Sea begun (1st sea battle fought solely in air)
1942|Battle of Coral Sea ends stopping Japanese expansion
1942|Battle of Coral Sea ends; Aircraft carrier Lexington sunk by Japanese air attack
1942|Battle of Java Sea began 13 US warships sunk-2 Japanese
1942|Battle of Midway begins; Japan's 1st major defeat in WW II
1942|Belgian Jews are required by Nazis to wear a Jewish star
1942|Bell P-59 Airacomet fighter, 1st US jet, makes maiden flight
1942|Belzec Concentration Camp opens-30,000 Lublin Polish Jews transported
1942|"Bing Crosby records ""White Christmas"" one of the greatest selling records ever"
1942|Bosnia Tito establishes 3rd Proletarit Brigade in Bosnia
1942|Britain convoy PQ16 departs to Russia
1942|British arrests Indian nationalist Mohandas K Gandhi
1942|British assault on Diego Suarez Madagascar
1942|British cruiser Trinidad torpedoes itself in the Barents Sea
1942|British destroyer Campbeltown explodes in St-Nazaire; 400 Germans die
1942|British naval forces raid Nazi occupied French port of St Nazaire
1942|British troops reconquer Sollum
1942|British troops vacate the Andamanen in Gulf of Bengal
1942|Canadian Broadcasting Corporation authorized for radio service
1942|Capitol Record Co opens for business
1942|Colliery explosion kills 1,549 at Honkeiko Manchuria
1942|Construction of the Alaska Highway began
1942|Convoy PQ13 departs Reykjavik Iceland to Russia
1942|Convoy QP9 departs Great Britain to Murmansk
1942|"Count Basie records ""One O'Clock Jump"""
1942|Cyclone in Bay of Bengal kills some 40,000 south of Calcutta India
1942|David Ben-Gurion leaves Jewish state in Palestine
1942|Daylight Savings War Time goes into effect in US
1942|Distinguished Service Medal for Merchant Marines authorized
1942|Dmitri Shostakovitch' 7th Symphony, premieres in Siberia
1942|Dorie Miller, awarded navy cross for deeds at Pearl Harbour
1942|Dumont TV network begins (WABD NY)
1942|During WW II Germany completes their occupation of France
1942|During WW II, Britain launches major offensive at El Alamein, Egypt
1942|Dutch actors protest obligatory membership of Culture Chamber
1942|Dutch SS vows loyalty to Hitler
1942|Dutch troops on Tarakan surrender
1942|Elwood Ordnance Plant near Joliet Illinois kills 54
1942|Eric Nessler of France stays aloft in a glider for 38h21m
1942|FBI captures 8 Nazi saboteurs from a sub off NY's Long Island
1942|Food 1st rationed in US
1942|French navy at Toulon scuttles ships & subs so Nazis don't take them
1942|Gasoline 1st rationed in US (17 Eastern States)
1942|General Doug MacArthur arrives in Australia to become supreme commander
1942|"General MacArthur vows, ""I shall return"""
1942|General Timoshenko's troops move into Ukraine
1942|German & Italian troops occupy Benghazi
1942|German battle cruiser Gneisenau deactivated by bomb
1942|German forces attack Stalingrad
1942|German occupiers imprison 450 prominent Dutch as hostages
1942|German offensive in North-Africa under Colonel-General Rommel
1942|German submarine U-585 sinks
1942|German submarines attack Aruba oil refinery
1942|German summer offensive opens in Crimea
1942|German troops in Bardia surrender
1942|German troops occupy Benghazi Libya
1942|German U-boat shells at Antillian oil refinery
1942|German U-boats begin harassing shipping on US east coast
1942|Gunther Hagg becomes world champ of all records from 1500m to 5000m
1942|Helicopter makes its 1st cross-country flight
1942|Henry Ford patents a method of constructing plastic auto bodies
1942|Hitler orders 10,000 Czechoslovakians murdered
1942|Hitler's Operation Seelöwe (invasion of England) cancelled
1942|Illegal Free Netherlands announces boycott of theaters
1942|Interallied war trial conference publishes St James Declaration
1942|Italian army begin siege of French western Fort Bir Hachim
1942|Italian supreme command demands dismissal of German marshal Rommel
1942|J S Hey discovers radio emissions from the Sun
1942|James H Doolittle bombed Tokyo & other Japanese cities
1942|"Japan forces Java to use ""Tokyo time"" 1½ hour forward"
1942|Japanese air raid on Rabaul New Britain
1942|Japanese forces captures Rangoon Burma
1942|Japanese forces invade Burma
1942|Japanese forces occupy Andaman Islands in Indian Ocean
1942|Japanese forces retreat, ending Battle of Midway
1942|Japanese invade Burma
1942|Japanese parachutists land near oil center Palembang Sumatra
1942|Japanese sub fires on oil refinery in Ellwood CA
1942|Japanese troop attack Tulagi, Gavutu & Tanambogo, Solomon Islands
1942|Japanese troop land on North-Sumatra
1942|Japanese troop land on Timor
1942|Japanese troop march into Batavia
1942|Japanese troops conquer Kalewa
1942|Japanese troops land at oil center Balikpapan in Borneo
1942|Japanese troops land near Makassar, South Celebes
1942|Japanese troops land on Ambon
1942|Japanese troops march into Palembang, South Sumatra
1942|Japanese troops occupy Kalidjati airport in Java
1942|Japanese troops occupy Mandalay Burma
1942|Japanese troops occupy Manila Philippines
1942|Japanese troops occupy Rabaul New Britain
1942|John H Johnson publishes 1st issue of Negro Digest
1942|Julia Flikke, Nurse Corps, becomes 1st woman colonel in US army
1942|KNIL, Dutch colonial army on Java, surrenders to Japanese armies
1942|Launch of the first A-4/V-2 rocket to an altitude of 53 miles (85 km)
1942|Lieutenant E H O'Hare single-handedly shoots down 5 Japanese heavy bombers
